,0
1664,1507.07872
1665,1611.01286
1666,1705.08209
1667,1609.03323
1668,1810.13391
1669,2005.12904
1670,2006.09762
1671,1904.10751
1672,1807.08635
1673,1510.04595
1674,1605.02077
1675,1601.00530
1676,1609.04951
1677,1810.06291
1678,1507.08243
1679,1412.3633
1680,1611.04976
1681,1507.01732
1682,1805.01574
1683,1204.2131
1684,1910.03747
1685,1909.03647
1686,1812.11287
1687,1809.11127
1688,1604.06785
1689,cs0412106
1690,1905.07639
1691,1404.4351
1692,1711.05847
1693,1910.02247
1694,2006.09226
1695,2003.13545
1696,1906.00784
1697,1605.09703
1698,1910.04098
1699,1901.00190
1700,1709.08385
1701,1607.02936
1702,2004.08499
1703,2002.04517
1704,1902.00148
1705,1810.06230
1706,2002.03082
1707,1610.01076
1708,1906.03532
1709,1705.02944
1710,1801.09624
1711,1501.03378
1712,1807.08203
1713,1607.01797
1714,1903.11163
1715,0812.1093
1716,1908.01970
1717,1105.1383
1718,1411.5050
1719,1607.08363
1720,1607.07295
1721,1804.05995
1722,2006.09167
1723,1906.08318
1724,2006.11674
1725,1611.06473
1726,1810.02283
1727,1710.04196
1728,1609.04356
1729,1510.04316
1730,1906.10652
1731,1610.04351
1732,1809.10357
1733,1912.00711
1734,1405.6824
1735,1609.09596
1736,1911.07302
1737,2006.11631
1738,1911.01702
1739,1706.08601
1740,1806.08211
1741,2005.08566
1742,1305.2123
1743,1610.06355
1744,1106.0776
1745,1903.00714
1746,1708.01640
1747,1812.08655
1748,0909.5683
1749,1812.05087
1750,1902.05943
1751,1005.1327
1752,2006.14806
1753,1202.5685
1754,1909.02964
1755,1603.03590
1756,2007.08277
1757,1901.07284
1758,1003.0628
1759,1704.03755
1760,1703.09474
1761,1210.7959
1762,1903.11482
1763,1910.03854
1764,1810.11613
1765,1701.07046
1766,2001.07906
1767,1901.07949
1768,1809.01029
1769,1703.00426
1770,1911.03653
1771,1405.0223
1772,2002.08676
1773,2002.10390
1774,1802.03889
1775,2003.05672
1776,1106.2407
1777,1705.09731
1778,2004.03027
1779,1703.09774
1780,0809.3479
1781,1904.12254
1782,1702.01032
1783,1406.1395
1784,1802.00245
1785,1810.05057
1786,1603.04915
1787,2006.07497
1788,1907.06835
1789,1605.08695
1790,1307.2756
1791,1904.05853
1792,cs0206003
1793,1604.02647
1794,1601.06931
1795,1901.10031
1796,1803.00709
1797,2002.10769
1798,1511.00099
1799,1610.04170
1800,1811.00217
1801,2001.05939
1802,1905.08031
1803,1803.00047
1804,1802.06355
1805,1703.09529
1806,1907.08375
1807,1912.01560
1808,2005.08884
1809,1912.03904
1810,1412.8555
1811,2007.10660
1812,1303.2132
1813,2007.11235
1814,1311.2578
1815,1007.2364
1816,1903.09035
1817,1610.01394
1818,1708.01818
1819,1504.06375
1820,1905.06167
1821,1702.05575
1822,1905.09449
1823,1906.04725
1824,1210.1207
1825,2003.00457
1826,1811.00659
1827,1808.07744
1828,1505.04920
1829,2004.09048
1830,2007.04954
1831,1505.01731
1832,1706.03160
1833,2003.02244
1834,1604.08742
1835,1510.06743
1836,1803.00091
1837,2007.07357
1838,1906.00574
1839,1703.00227
1840,1608.00451
1841,1603.09524
1842,1610.08442
1843,1608.02996
1844,2004.07320
1845,1902.09407
1846,2007.11997
1847,1906.09003
1848,1905.06732
1849,2003.05175
1850,1709.03747
1851,2001.02214
1852,2005.09159
1853,0708.2854
1854,1707.09092
1855,2004.12016
1856,1710.03948
1857,1805.08289
1858,2006.05862
1859,1306.4919
1860,2006.08195
1861,1908.01719
1862,1912.13465
1863,1804.11242
1864,1805.00904
1865,1904.03734
1866,1804.03461
1867,2004.13283
1868,1102.4469
1869,1006.1408
1870,1701.03135
1871,1806.01556
1872,2001.03894
1873,1401.3531
1874,1910.13425
1875,1806.01486
1876,1612.03925
1877,1604.02469
1878,0911.5553
1879,1207.3604
1880,1707.01155
1881,1205.1779
1882,1803.10981
1883,0809.4019
1884,2004.03607
1885,1705.05415
1886,1903.06902
1887,1502.01782
1888,1401.1693
1889,0910.3658
1890,2003.11291
1891,1604.00377
1892,2007.02384
1893,2001.05834
1894,1702.06810
1895,1612.00729
1896,1703.03888
1897,1905.08650
1898,1006.0312
1899,1409.4618
1900,2002.06506
1901,1801.08093
1902,2003.08536
1903,2001.00413
1904,1111.2520
1905,2006.05053
1906,1510.07357
1907,1709.02779
1908,1605.02131
1909,1810.04703
1910,1107.2003
1911,1501.02237
1912,1211.0517
1913,2006.12830
1914,1610.08129
1915,1612.04885
1916,1301.1071
1917,1811.00920
1918,2001.07884
1919,1505.01723
1920,cs0701054
1921,1912.03072
1922,2007.14018
1923,2003.01668
1924,1708.04429
1925,1905.01614
1926,1608.02693
1927,1611.04924
1928,1909.07701
1929,1208.5909
1930,1604.03757
1931,1204.4829
1932,1909.13354
1933,1504.03875
1934,1808.08685
1935,1707.00130
1936,1909.07453
1937,1806.10179
1938,1701.02610
1939,1910.10579
1940,1911.09217
1941,1910.02526
1942,1112.2903
1943,1107.1072
1944,2001.08083
1945,1912.07366
1946,1903.05625
1947,1503.05615
1948,1103.0337
1949,1510.02036
1950,1512.04087
1951,1911.04641
1952,1911.11111
1953,1812.01766
1954,1211.6188
1955,cs0402047
1956,1211.6988
1957,1801.07722
1958,1307.2200
1959,cs0006033
1960,1902.04882
1961,1905.02342
1962,1310.2053
1963,1511.03451
1964,2005.05178
1965,1803.04190
1966,1911.13136
1967,1902.04373
1968,1809.04310
1969,2005.09399
1970,1510.06788
1971,1605.04237
1972,1903.05575
1973,1912.12294
1974,1908.11121
1975,1805.00909
1976,1806.06207
1977,1203.1378
1978,1907.12622
1979,1805.08893
1980,1511.04401
1981,2006.08247
1982,1802.06070
1983,1806.05099
1984,1902.04186
1985,1810.04465
1986,1912.11817
1987,1509.06418
1988,1612.06141
1989,1908.06154
1990,2006.05027
1991,1511.01807
1992,1710.05888
1993,2004.10617
1994,1711.10636
1995,1807.00930
1996,2004.04767
1997,1805.10662
1998,2007.00436
1999,1809.07599
2000,1211.2399
2001,1512.04039
2002,1004.1211
2003,1712.09636
2004,2003.03201
2005,2001.08942
2006,1403.0214
2007,1702.06506
2008,2004.09141
2009,1911.02254
2010,1503.08601
2011,1810.12503
2012,1504.05158
2013,1911.12618
2014,1910.06316
2015,1801.04639
2016,1901.10580
2017,1507.00432
2018,1611.09104
2019,2001.07402
2020,1802.00850
2021,1801.01899
2022,1603.07938
2023,1906.12028
2024,1912.13163
2025,1803.07608
2026,1807.08452
2027,1710.03979
2028,2005.11116
2029,1412.6170
2030,1606.06354
2031,1806.10577
2032,1711.05415
2033,1306.1861
2034,1805.10339
2035,1810.09026
2036,1606.08085
2037,1710.03723
2038,1810.06683
2039,1911.06239
2040,1705.04148
2041,1903.01756
2042,1902.04635
2043,1810.04822
2044,1407.0978
2045,1302.5674
2046,1403.3864
2047,1907.03792
2048,1510.04908
2049,1805.10693
2050,1508.06827
2051,1803.10274
2052,1701.06547
2053,1702.03715
2054,1805.10942
2055,1801.02852
2056,2004.13883
2057,1710.01809
2058,0912.5533
2059,2003.03155
2060,1807.11622
2061,1903.03867
2062,1706.03935
2063,1812.08000
2064,1808.08002
2065,1809.02652
2066,2004.05785
2067,1412.1123
2068,1805.06982
2069,1308.1857
2070,2007.04467
2071,1304.7045
2072,1906.11742
2073,2001.06280
2074,1607.02096
2075,1804.05990
2076,1910.04689
2077,1810.09103
2078,1604.02531
2079,1903.01112
2080,2007.08820
2081,1710.02317
2082,1602.05394
2083,1202.0357
2084,1912.12265
2085,1712.01493
2086,1506.03266
2087,1811.04604
2088,1810.01698
2089,1311.0833
2090,1901.06469
2091,1110.2574
2092,1506.06114
2093,1910.05396
2094,1602.08032
2095,1206.1148
2096,1711.06047
2097,2005.14464
2098,1410.2167
2099,1910.12270
2100,2001.06880
2101,1609.07093
2102,1807.06906
2103,1903.11690
2104,0907.2059
2105,1104.1717
2106,1811.06868
2107,1306.2743
2108,1401.5726
2109,1812.08350
2110,1803.06791
2111,1804.04868
2112,1608.05852
2113,1705.01595
2114,1610.07722
2115,1806.04509
2116,1005.2211
2117,1711.09377
2118,1906.05000
2119,1903.03536
2120,1407.3130
2121,1705.08566
2122,1810.09630
2123,1905.09758
2124,1004.5128
2125,2005.14311
2126,1812.07205
2127,2004.11725
2128,1804.07481
2129,cs0601001
2130,1904.00619
2131,1109.0137
2132,1902.04463
2133,1808.08256
2134,1812.00677
2135,1802.04668
2136,1405.2517
2137,1903.10022
2138,1709.09510
2139,1812.03318
2140,1912.02206
2141,1806.06610
2142,1705.08741
2143,1710.00551
2144,1906.07801
2145,1609.05503
2146,1906.10042
2147,1505.04406
2148,1802.08802
2149,2006.02781
2150,1708.05377
2151,1906.00367
2152,1610.01314
2153,2005.12873
2154,2005.05454
2155,1701.02740
2156,1811.08520
2157,1705.08101
2158,1712.00378
2159,1712.04158
2160,1806.04878
2161,1703.06255
2162,1807.03495
2163,1609.08923
2164,cs0703142
2165,1910.04944
2166,2001.06479
2167,1908.04122
2168,2006.12528
2169,2006.09682
2170,1412.4271
2171,1610.03990
2172,1803.07515
2173,2002.09485
2174,1706.03864
2175,1703.06322
2176,1901.09689
2177,1902.10375
2178,1209.5077
2179,1907.07629
2180,1903.09905
2181,1802.09001
2182,2006.08885
2183,1904.02214
2184,1902.00040
2185,1605.04253
2186,1711.02383
2187,1810.01066
2188,1711.11191
2189,1811.06739
2190,1903.09884
2191,1802.08331
2192,1907.01779
2193,1411.5404
2194,1901.01238
2195,cs0508017
2196,1712.04322
2197,1705.01699
2198,1911.06304
2199,1609.08531
2200,2005.00515
2201,1907.11612
2202,1705.08865
2203,2001.01027
2204,1804.01973
2205,cs0506080
2206,2002.03534
2207,1910.06048
2208,1807.03490
2209,2006.12395
2210,1807.10936
2211,1204.4200
2212,1709.09783
2213,1606.00360
2214,2001.09645
2215,1707.07866
2216,1606.06905
2217,1510.04817
2218,1608.05838
2219,1512.06632
2220,1411.6179
2221,2006.01441
2222,1809.10756
2223,1711.06259
2224,1704.03992
2225,0901.3990
2226,1812.01570
2227,1804.00213
2228,2001.03012
2229,1104.0319
2230,2007.05337
2231,1805.08105
2232,1911.02897
2233,1806.08920
2234,1707.00811
2235,1506.06848
2236,1808.00150
2237,1212.0536
2238,1012.3878
2239,2005.00995
2240,1911.04207
2241,1704.02844
2242,1709.06158
2243,1903.11204
2244,2004.04444
2245,1611.02764
2246,1808.09068
2247,1802.02732
2248,1508.03517
2249,1210.2354
2250,1505.00200
2251,1808.10596
2252,1808.03526
2253,1606.00285
2254,1605.04129
2255,1602.02040
2256,1806.00118
2257,1801.08583
2258,0905.4713
2259,1412.3128
2260,1706.08366
2261,1902.05499
2262,1504.02335
2263,1708.04875
2264,2006.00556
2265,1111.3970
2266,1505.01367
2267,1805.11611
2268,1807.06702
2269,1610.09874
2270,1711.06391
2271,1805.03386
2272,1912.00108
2273,1704.06325
2274,1904.10164
2275,1512.05457
2276,1909.11468
2277,1911.06213
2278,1610.09503
2279,1912.11762
2280,2005.11470
2281,1408.6474
2282,1704.05263
2283,1108.3636
2284,1801.02440
2285,1905.09581
2286,1912.02484
2287,1009.2142
2288,1703.00757
2289,1812.07051
2290,1911.08632
2291,2002.05780
2292,1805.06533
2293,1801.05143
2294,1604.03670
2295,2006.11991
2296,1907.11686
2297,1802.05313
2298,1902.00911
2299,1501.03641
2300,1502.07228
2301,2005.13290
2302,1901.01648
2303,2003.03729
2304,1812.01922
2305,2003.02391
2306,1910.10546
2307,1707.06399
2308,1901.01761
2309,1907.09110
2310,1803.04687
2311,1602.06133
2312,1802.05681
2313,1808.09270
2314,2003.00179
2315,1903.09021
2316,1703.10570
2317,1402.1557
2318,1009.5900
2319,1811.08561
2320,1107.2132
2321,1507.05497
2322,1907.01639
2323,1904.04540
2324,1704.04560
2325,1804.00103
2326,1902.09566
2327,2006.15061
2328,1309.7233
2329,1803.06875
2330,1601.04017
2331,2005.04781
2332,1407.5736
2333,1910.06451
2334,1301.5304
2335,1904.03487
2336,2007.01183
2337,2002.05709
2338,1805.01431
2339,1801.04492
2340,1704.00834
2341,1709.06686
2342,1810.11367
2343,1906.04895
2344,2006.11507
2345,1202.1309
2346,2005.13315
2347,1402.4183
2348,1711.07220
2349,1205.0561
2350,1802.03654
2351,2006.03906
2352,1611.07571
2353,1603.02139
2354,1708.07903
2355,1807.04345
2356,1801.02298
2357,1812.06680
2358,1605.04292
2359,2002.12278
2360,1705.00764
2361,1903.06800
2362,1701.08371
2363,1401.4396
2364,1510.03055
2365,1611.05193
2366,0902.2081
2367,1904.12952
2368,1702.05464
2369,2001.07380
2370,1412.4863
2371,1509.04734
2372,1912.12941
2373,1111.2896
2374,1909.13214
2375,1503.08558
2376,1912.09781
2377,1603.09560
2378,2002.04114
2379,1611.07143
2380,1204.5887
2381,1403.4473
2382,1507.04277
2383,2006.15682
2384,1404.4880
2385,1510.05075
2386,1806.01483
2387,1607.03918
2388,1911.11561
2389,1910.00635
2390,1212.5981
2391,1812.11927
2392,1709.05437
2393,1412.0885
2394,1810.09098
2395,1604.03351
2396,1609.08228
2397,1603.04245
2398,1909.03637
2399,1510.04454
2400,1703.04636
2401,1302.2757
2402,2001.08780
2403,1910.08896
2404,1909.05215
2405,1606.03571
2406,1912.10648
2407,1911.08029
2408,1804.08982
2409,1506.05203
2410,1605.05157
2411,0810.2067
2412,1908.11360
2413,1501.01367
2414,1806.08129
2415,1802.05518
2416,1801.09072
2417,1910.04450
2418,1405.0149
2419,1907.12859
2420,2002.03552
2421,1902.01883
2422,1912.00634
2423,1811.00062
2424,1804.04419
2425,1905.04183
2426,0711.3941
2427,1912.02160
2428,1607.01092
2429,1902.09595
2430,1909.02894
2431,0810.0068
2432,1909.08399
2433,2006.02796
2434,2005.10029
2435,1505.06236
2436,1505.04417
2437,1810.02315
2438,1801.06043
2439,1906.04394
2440,1912.05328
2441,2007.01556
2442,1812.11166
2443,1903.02742
2444,2005.00211
2445,2003.07492
2446,1802.02693
2447,1206.5833
2448,1712.06979
2449,1411.2239
2450,1807.00504
2451,1712.08819
2452,2002.08526
2453,1909.03576
2454,1906.00756
2455,1702.02047
2456,1110.1522
2457,1605.07725
2458,1206.1428
2459,1909.12778
2460,1910.07817
2461,1609.05141
2462,1707.08753
2463,1906.11904
2464,1108.0843
2465,1901.04480
2466,1904.02826
2467,1902.06997
2468,1106.6173
2469,1803.08673
2470,1910.01726
2471,1909.11628
2472,1805.03134
2473,1606.01286
2474,1307.3673
2475,1402.0054
2476,1903.03922
2477,1709.07068
2478,1903.05844
2479,1705.09786
2480,1610.08096
2481,1310.3174
2482,1903.07033
2483,1712.02910
2484,1305.1155
2485,1903.00503
2486,1210.1626
2487,1909.04458
2488,1906.07327
2489,1905.08675
2490,1605.05676
2491,1912.10336
2492,1705.07142
2493,2006.05973
2494,1901.11139
2495,1711.06467
2496,1707.08015
2497,1911.07819
2498,1909.12142
2499,1602.07967
2500,1703.01898
2501,1610.02609
2502,0903.0061
2503,1610.02364
2504,1506.08606
2505,1508.02550
2506,1603.08213
2507,1509.00511
2508,1611.05183
2509,2003.08974
2510,1701.00867
2511,1902.02236
2512,1808.07586
2513,1803.08304
2514,1901.09559
2515,1807.02974
2516,1702.08010
2517,1405.0712
2518,1901.03401
2519,2002.01513
2520,1512.06649
2521,1808.05698
2522,1802.01561
2523,1909.06017
2524,1605.01072
2525,1806.07751
2526,1204.2248
2527,1905.01723
2528,2006.13733
2529,1609.00104
2530,1907.05634
2531,1702.01517
2532,1710.04490
2533,1110.4319
2534,1610.05377
2535,1601.04469
2536,1310.1533
2537,1803.08378
2538,2004.05965
2539,1810.12266
2540,1802.04551
2541,1808.05249
2542,1705.10784
2543,1802.02139
2544,1606.02467
2545,1903.05480
2546,0812.4446
2547,1410.5186
2548,1801.01586
2549,1305.2767
2550,1512.04637
2551,1605.03900
2552,1510.05175
2553,1812.09987
2554,1508.02809
2555,1110.3959
2556,1605.04770
2557,1610.07519
2558,1201.2395
2559,1808.02191
2560,1604.07193
2561,1508.05565
2562,1804.00586
2563,1608.03369
2564,1111.1103
2565,1807.09341
2566,1905.00851
2567,1508.00212
2568,1905.02171
2569,1501.00676
2570,1510.02786
2571,2003.08039
2572,1804.11157
2573,1912.02805
2574,1911.11822
2575,1712.01586
2576,1901.03582
2577,1610.01132
2578,1008.1498
2579,1407.2417
2580,1901.00214
2581,1902.08121
2582,1910.02078
2583,1801.01828
2584,1511.05719
2585,1612.00563
2586,1604.01350
2587,1111.7101
2588,1908.01238
2589,1603.02010
2590,1505.06425
2591,1607.02177
2592,1910.11388
2593,1908.04485
2594,1803.01969
2595,1612.02327
2596,1403.5299
2597,1703.04780
2598,1708.02901
2599,1909.06946
2600,1809.08522
2601,1808.02850
2602,1312.5914
2603,1102.2819
2604,1612.08616
2605,2006.05109
2606,1105.5370
2607,1805.00821
2608,1904.00956
2609,1803.08910
2610,cs0205003
2611,2005.14266
2612,1805.03832
2613,1205.5088
2614,1911.07620
2615,1903.04671
2616,1705.07795
2617,1910.02374
2618,1904.11327
2619,1502.02131
2620,1806.02446
2621,2004.10066
2622,1812.03375
2623,1304.6099
2624,1501.06137
2625,1903.07427
2626,1809.11072
2627,1506.00395
2628,1807.00556
2629,1902.00804
2630,2007.08033
2631,1801.07992
2632,1910.06824
2633,1911.09847
2634,1911.07180
2635,1901.00921
2636,1912.01652
2637,1905.06113
2638,1504.00944
2639,1712.04567
2640,1405.6282
2641,1906.01404
2642,1510.07276
2643,1905.03994
2644,1908.01146
2645,1806.05361
2646,1709.10237
2647,1705.05633
2648,2002.03331
2649,2006.01527
2650,2004.03151
2651,1605.08664
2652,1708.06694
2653,1601.05911
2654,1805.00881
2655,1802.01338
2656,1903.12571
2657,1705.05414
2658,1708.04729
2659,1907.06146
2660,1307.2779
2661,1110.4163
2662,1806.09954
2663,1505.06982
2664,1802.01400
2665,1909.09943
2666,2003.09017
2667,1907.06616
2668,1711.05128
2669,1402.3511
2670,1607.02078
2671,1807.02465
2672,2004.13188
2673,1812.02240
2674,1906.05113
2675,1407.2143
2676,1412.5263
2677,1508.00023
2678,1609.07630
2679,1904.05717
2680,1612.06821
2681,1706.05960
2682,1007.4971
2683,1909.06627
2684,1904.12857
2685,1508.01893
2686,2003.12626
2687,1705.05335
2688,1909.03622
2689,2002.07171
2690,1810.07168
2691,1508.04245
2692,1801.05387
2693,1906.10790
2694,1802.03730
2695,1703.00061
2696,1707.08748
2697,1804.00351
2698,1909.09543
2699,1504.03048
2700,2002.08180
2701,1911.12672
2702,1909.02142
2703,1507.00448
2704,1901.09124
2705,1209.0800
2706,2006.06261
2707,1512.07349
2708,1011.4558
2709,2006.15009
2710,1710.04725
2711,1103.5602
2712,1812.08519
2713,2004.07400
2714,1604.08768
2715,1512.02573
2716,1612.03849
2717,1909.08519
2718,2001.06232
2719,1211.2245
2720,1104.3510
2721,1911.00459
2722,1801.00644
2723,1907.10153
2724,1709.10445
2725,1511.04178
2726,1605.02996
2727,2007.02355
2728,1707.02201
2729,1812.11811
2730,1807.07686
2731,1808.01344
2732,2001.00432
2733,1205.4298
2734,1812.01184
2735,1410.1710
2736,2001.01818
2737,1807.00373
2738,1207.3031
2739,1401.2224
2740,2007.14580
2741,1806.06266
2742,1910.08348
2743,2005.00460
2744,1905.03680
2745,1711.03948
2746,2004.08375
2747,1412.6630
2748,1501.05396
2749,1510.05544
2750,1806.00692
2751,1408.1233
2752,1806.03051
2753,1805.04715
2754,1602.00458
2755,1210.0257
2756,1904.12112
2757,1511.02300
2758,2007.11298
2759,2006.00417
2760,1912.06255
2761,1608.06434
2762,1704.06498
2763,1811.01012
2764,1812.02500
2765,1708.08144
2766,1311.3054
2767,1412.6452
2768,2007.05611
2769,cs0205009
2770,1511.08952
2771,1511.07569
2772,1807.10510
2773,1801.03233
2774,1704.04647
2775,1602.00104
2776,2006.08409
2777,1707.07890
2778,1811.05724
2779,2002.01022
2780,1503.03905
2781,1809.02206
2782,1606.05777
2783,1712.02575
2784,1603.00213
2785,1907.00448
2786,1502.07428
2787,1911.12763
2788,1812.09952
2789,1812.03308
2790,1601.07649
2791,1610.02831
2792,1804.02477
2793,cs0010028
2794,1807.00973
2795,1508.03902
2796,1710.03357
2797,1809.00270
2798,1311.0632
2799,1808.07050
2800,1905.13143
2801,1905.12993
2802,1203.2873
2803,1307.3964
2804,1903.11246
2805,1602.06664
2806,1709.07695
2807,0802.2127
2808,1307.6414
2809,1205.2334
2810,2007.06708
2811,1304.7480
2812,1801.05360
2813,1504.01639
2814,cs0506083
2815,1803.00491
2816,2002.05200
2817,1805.11240
2818,1612.03772
2819,1905.13511
2820,1606.03667
2821,1908.00652
2822,1512.03012
2823,1202.4831
2824,1905.13533
2825,1409.8098
2826,1802.10062
2827,0910.1863
2828,1609.09548
2829,1904.07559
2830,1611.08269
2831,2003.14254
2832,1510.08896
2833,1407.7928
2834,1906.01185
2835,2004.12047
2836,1803.02580
2837,1408.2072
2838,1703.08535
2839,2004.02693
2840,1809.08514
2841,1901.08015
2842,1811.03158
2843,1208.1661
2844,1703.10146
2845,1901.01914
2846,2004.03212
2847,2007.10252
2848,1706.07350
2849,1905.11743
2850,1910.00505
2851,2004.02760
2852,1801.06492
2853,1704.00217
2854,1804.05814
2855,1712.00310
2856,1712.01222
2857,1608.00218
2858,1903.03161
2859,1511.06412
2860,1306.3542
2861,2004.00772
2862,1903.01567
2863,2002.09268
2864,1809.04193
2865,1705.03881
2866,1801.07674
2867,1303.0718
2868,1808.05784
2869,1503.05698
2870,1606.06931
2871,1707.06195
2872,1712.07691
2873,1911.01351
2874,1908.11819
2875,1510.03637
2876,1910.03517
2877,1807.00676
2878,1506.00379
2879,1608.00089
2880,2006.06956
2881,1809.04618
2882,1912.06545
2883,1207.4813
2884,1403.4077
2885,1711.00141
2886,1502.03487
2887,1811.09231
2888,1105.5721
2889,1601.02452
2890,2006.09485
2891,1705.03233
2892,1804.01235
2893,1903.08387
2894,1502.05623
2895,2002.07418
2896,1903.05832
2897,1704.03847
2898,1212.5524
2899,1501.04560
2900,1510.08389
2901,1702.08431
2902,1812.09913
2903,1805.11604
2904,2007.07383
2905,1603.08887
2906,1604.08553
2907,1702.04597
2908,1708.00672
2909,1812.10179
2910,1910.01973
2911,1508.07544
2912,1410.4831
2913,1112.1238
2914,1906.09334
2915,1811.02388
2916,1601.01507
2917,1612.06115
2918,1911.06411
2919,1802.00898
2920,1708.01967
2921,1502.04625
2922,1607.04819
2923,1808.00417
2924,1809.10141
2925,2004.02000
2926,1202.2888
2927,1702.08165
2928,1601.00455
2929,2007.10504
2930,2001.01017
2931,1911.11287
2932,1906.01583
2933,1707.01996
2934,1907.01978
2935,1311.2795
2936,1801.03183
2937,1909.12031
2938,quant-ph0701113
2939,1402.6865
2940,1405.2846
2941,1807.07278
2942,1304.0844
2943,1911.03766
2944,1805.01852
2945,1811.05385
2946,1608.03656
2947,1608.04080
2948,1912.06983
2949,1709.05772
2950,1909.04787
2951,1804.11146
2952,1610.00660
2953,cs0602007
2954,1908.05646
2955,2006.08852
2956,0911.2907
2957,1710.08338
2958,1801.07650
2959,1509.09121
2960,1612.03716
2961,2004.13809
2962,1804.04168
2963,1704.01700
2964,1608.05204
2965,2004.01705
2966,1804.09236
2967,1809.02711
2968,1703.03442
2969,1911.12332
2970,1901.07525
2971,1805.03699
2972,1910.00138
2973,1906.03572
2974,1811.09570
2975,1909.01462
2976,1905.09820
2977,1803.10371
2978,1903.11395
2979,2007.01754
2980,1605.00937
2981,1905.07223
2982,1509.04740
2983,1801.00680
2984,1607.08484
2985,1904.12579
2986,1308.0371
2987,1610.09984
2988,1905.09755
2989,1105.0558
2990,1307.6702
2991,1811.12099
2992,1901.10875
2993,1804.08105
2994,1512.04103
2995,2006.09187
2996,1306.0388
2997,1903.07966
2998,1312.2164
2999,1702.05607
3000,1910.07333
3001,1406.1967
3002,2006.09118
3003,2001.07973
3004,1111.3584
3005,1611.06013
3006,1904.01334
3007,1909.10094
3008,1906.00872
3009,2004.11018
3010,1711.03846
3011,1605.05977
3012,1507.05581
3013,2002.09539
3014,1909.01635
3015,1904.09472
3016,1208.1476
3017,1706.09529
3018,0909.1388
3019,1907.04534
3020,1908.09232
3021,2005.05079
3022,1709.05915
3023,1905.01911
3024,0809.4577
3025,2006.00626
3026,1504.00757
3027,cs0405103
3028,1112.1520
3029,2004.08871
3030,1805.11213
3031,1711.00258
3032,cs0311003
3033,1910.12179
3034,2003.10806
3035,1603.00979
3036,1811.10202
3037,1502.02045
3038,1906.08967
3039,1504.06844
3040,1412.6985
3041,1804.03977
3042,1304.4003
3043,1802.06903
3044,1503.02971
3045,1901.07333
3046,1412.8556
3047,1908.06270
3048,2007.12770
3049,1708.05655
3050,1811.00614
3051,1612.07206
3052,1808.08538
3053,1912.11270
3054,1805.02242
3055,2005.00119
3056,1504.00943
3057,1907.00178
3058,1710.02773
3059,1509.08979
3060,1304.0023
3061,1705.10618
3062,1307.5708
3063,2007.15109
3064,2001.08885
3065,1412.5150
3066,1703.03349
3067,1907.03963
3068,2006.12959
3069,2006.02597
3070,1909.02971
3071,1505.00110
3072,1905.01215
3073,1611.03220
3074,1809.11024
3075,1411.3902
3076,1611.03000
3077,1208.2753
3078,1909.12978
3079,1910.02733
3080,1509.05664
3081,1701.03153
3082,1510.02637
3083,1511.04798
3084,1805.06191
3085,1504.07846
3086,1912.13439
3087,1011.5640
3088,1907.12209
3089,1906.05739
3090,1811.07993
3091,1611.05009
3092,2002.08362
3093,1406.2518
3094,1911.08954
3095,1302.0304
3096,1301.4769
3097,1810.03548
3098,1704.03764
3099,2005.04344
3100,1612.06458
3101,1102.3632
3102,2005.11810
3103,1811.04247
3104,1212.4288
3105,1812.06050
3106,2007.06680
3107,1803.05402
3108,1810.12114
3109,2004.12148
3110,2002.10181
3111,1702.02705
3112,1609.01859
3113,1607.06339
3114,1809.11069
3115,1406.3332
3116,1312.6113
3117,1602.07194
3118,1904.09044
3119,1801.06750
3120,1706.09147
3121,1804.01373
3122,1708.08744
3123,1802.06480
3124,2007.00795
3125,cs0609104
3126,1306.2550
3127,1910.05242
3128,1808.02563
3129,1705.09759
3130,1711.06782
3131,1703.09324
3132,1702.01786
3133,2007.06098
3134,1804.04118
3135,2006.09540
3136,1710.04423
3137,1903.05315
3138,2002.12738
3139,1306.0424
3140,1610.05556
3141,2003.01995
3142,2007.01054
3143,1707.05501
3144,1502.02493
3145,1606.01166
3146,cs0607049
3147,1502.06691
3148,1808.08544
3149,0904.1289
3150,1911.08342
3151,1911.13288
3152,1803.10870
3153,1608.02117
3154,1512.03024
3155,1702.04861
3156,0707.1306
3157,1804.04012
3158,1307.4215
3159,1803.00184
3160,2006.05170
3161,1901.03577
3162,1703.09825
3163,1802.02601
3164,1405.3694
3165,2006.06783
3166,2001.06347
3167,1706.06363
3168,1503.03637
3169,cs0601012
3170,1311.7442
3171,1710.05017
3172,2003.03785
3173,1911.09365
3174,1611.02879
3175,1908.05366
3176,1904.05760
3177,1708.06973
3178,1906.10375
3179,1912.09539
3180,1502.04013
3181,1410.0572
3182,1711.03397
3183,1803.07879
3184,1912.00512
3185,1908.06010
3186,2001.10829
3187,1910.06560
3188,1912.00894
3189,1703.03504
3190,1601.04122
3191,2001.03352
3192,2006.15700
3193,cs0308006
3194,2003.09508
3195,1510.05830
3196,2003.01937
3197,1809.06207
3198,1812.06369
3199,1809.10562
3200,2007.00090
3201,2007.00415
3202,1607.02501
3203,1812.10550
3204,1803.06581
3205,1708.04745
3206,0812.2049
3207,1806.05897
3208,2003.11351
3209,1902.10865
3210,2007.10449
3211,2007.11742
3212,1712.08642
3213,1906.05202
3214,2001.10709
3215,1911.05990
3216,1808.07226
3217,1512.04038
